"efo_id","disease_full_name","number_of_associations"
"EFO_1000097","Atypical Carcinoid Tumor",23
"MONDO_0015277","medullary thyroid gland carcinoma",515
"EFO_0000641","papillary thyroid carcinoma",3013
"EFO_1000590","Thyroid Gland Mucoepidermoid Carcinoma",2
"EFO_1000592","Thyroid Gland Oncocytic Follicular Carcinoma",53
"MONDO_0021069","malignant endocrine neoplasm",8130
"MONDO_0021311","malignant tumor of parathyroid gland",243
"MONDO_0020588","lung PEComa",24
"EFO_0009619","neuroma",90
"MONDO_0003561","malignant giant cell tumor of soft parts",2
"MONDO_0002353","glottis neoplasm",11
"MONDO_0001724","supraglottis cancer",30
"MONDO_0004427","supraglottis neoplasm",35
"MONDO_0001407","tracheal cancer",27
"MONDO_0012825","extraskeletal myxoid chondrosarcoma",105
"EFO_0001376","synovial sarcoma",488
"EFO_1000408","Ossifying Fibromyxoid Tumor",23
"EFO_1000654","childhood cancer",1577
"MONDO_0021054","bone sarcoma",567
"MONDO_0002627","chondroblastic osteosarcoma",10
"MONDO_0045063","major salivary gland adenoid cystic carcinoma",76
"MONDO_0020794","colorectal medullary carcinoma",0
"EFO_0000348","clear cell adenocarcinoma",2584
"MONDO_0002033","cecum cancer",722
"EFO_1000804","anal gland neoplasm",0
"MONDO_0002564","jejunal neoplasm",13
"EFO_1001430","Sublingual Gland Neoplasms",0
"MONDO_0021383","neoplasm of floor of mouth",7
"EFO_1000072","Adenomatoid Odontogenic Tumor",32
"EFO_1000557","Synovial Chondromatosis",21
"EFO_0009812","secondary malignant neoplasm",1289
"EFO_1000974","hypersensitivity vasculitis",210
"MONDO_0017278","autoimmune polyendocrinopathy",425
"MONDO_0018242","autoimmune hypoparathyroidism (disease)",164
"MONDO_0004582","rheumatic myocarditis",5
"MONDO_0000589","autoimmune disease of musculoskeletal system",3508
"MONDO_0002977","autoimmune disease of the nervous system",2563
"Orphanet_169090","Combined immunodeficiency due to CRAC channel dysfunction",16
"Orphanet_760","Purine nucleoside phosphorylase deficiency",47
"Orphanet_99812","LIG4 syndrome",40
"Orphanet_169157","T-B+ severe combined immunodeficiency due to CD45 deficiency",412
"Orphanet_280142","Severe combined immunodeficiency due to LCK deficiency",2
"Orphanet_2621","Low birth weight - dwarfism - dysgammaglobulinemia",0
"Orphanet_2300","Multiple intestinal atresia",50
"MONDO_0018727","immunodeficiency due to a complement regulatory deficiency",252
"EFO_0005627","perianal Crohn's disease",6
"MONDO_0004857","tendinitis",46
"MONDO_0042982","GATA2 deficiency with susceptibility to MDS/AML",154
"Orphanet_391366","Growth retardation-mild developmental delay-chronic hepatitis syndrome",0
"EFO_1001345","Hepatitis, Alcoholic",193
"EFO_0004220","chronic hepatitis C virus infection",681
"EFO_0007210","clonorchiasis",28
"MONDO_0034217","resistance to thyroid hormone due to a mutation in thyroid hormone receptor beta",5
"MONDO_0001104","toxic diffuse goiter",864
"Orphanet_442","Congenital hypothyroidism",1051
"Orphanet_171706","Short stature-delayed bone age due to thyroid hormone metabolism deficiency",61
"MONDO_0000334","multinodular goiter",238
"Orphanet_209893","Congenital isolated thyroxine-binding globulin deficiency",0
"Orphanet_352328","MEGDEL syndrome",39
"Orphanet_280651","Acrodysostosis with multiple hormone resistance",71
"Orphanet_1227","Bangstad syndrome",38
"Orphanet_85282","MEHMO syndrome",217
"Orphanet_217031","Obesity due to MC3R deficiency",242
"Orphanet_397615","Obesity due to CEP19 deficiency",1120
"Orphanet_2286","Solitary median maxillary central incisor syndrome",27
"MONDO_0004789","cholangitis",805
"EFO_1001068","obstructive jaundice",129
"MONDO_0015128","primary adrenal insufficiency",1198
"EFO_0009491","adrenocortical insufficiency",360
"Orphanet_206634","Genetic skeletal muscle disease",6254
"Orphanet_681","Hypokalemic periodic paralysis",36
"Orphanet_2847","Pericardial and diaphragmatic defect",0
"Orphanet_52430","Inclusion body myopathy with Paget disease of bone and frontotemporal dementia",188
"Orphanet_324581","Benign Samaritan congenital myopathy",0
"Orphanet_171430","Severe congenital nemaline myopathy",6
"Orphanet_254881","Spinocerebellar ataxia with epilepsy",12
"Orphanet_45","Adenosine monophosphate deaminase deficiency",17
"Orphanet_98855","Autosomal recessive Emery-Dreifuss muscular dystrophy",51
"Orphanet_102014","Autosomal dominant limb-girdle muscular dystrophy",245
"Orphanet_206564","Autosomal recessive limb-girdle muscular dystrophy type 2O",92
"Orphanet_399081","KLHL9-related childhood-onset distal myopathy",0
"Orphanet_352298","Genetic muscular channelopathy",610
"Orphanet_1496","Corpus callosum agenesis - neuronopathy",108
"Orphanet_1217","Spinal atrophy - ophthalmoplegia - pyramidal syndrome",0
"Orphanet_1216","Autosomal dominant congenital benign spinal muscular atrophy",46
"Orphanet_140459","Autosomal recessive hereditary demyelinating motor and sensory neuropathy",910
"Orphanet_391351","SURF1-related Charcot-Marie-Tooth disease type 4",98
"EFO_0009162","charcot-marie-tooth disease, axonal, type 2t",10
"MONDO_0036484","Charcot-Marie-Tooth disease, dominant intermediate G",8
"Orphanet_209203","Qualitative or quantitative defects of glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase -",204
"Orphanet_207107","Qualitative or quantitative defects of TRIM32",95
"EFO_0000767","idiopathic cardiomyopathy",22
"MONDO_0016343","unclassified cardiomyopathy",336
"Orphanet_79159","Isobutyryl-CoA dehydrogenase deficiency",57
"MONDO_0024573","familial hypertrophic cardiomyopathy",2585
"MONDO_0016330","non-familial hypertrophic cardiomyopathy",144
"EFO_1001473","Non-familial restrictive cardiomyopathy",1445
"Orphanet_60041","Congenital heart block",20
"EFO_0004138","bundle branch block",150
"MONDO_0002400","synovitis (disease)",293
"Orphanet_85201","Genitopatellar syndrome",4
"Orphanet_369979","Finger hyperphalangy-toe anomalies-severe pectus excavatum syndrome",0
"Orphanet_3259","Syndactyly-polydactyly-ear lobe syndrome",1
"Orphanet_380","Greig cephalopolysyndactyly syndrome",169
"Orphanet_36","Acrocallosal syndrome",18
"Orphanet_1388","Catel-Manzke syndrome",99
"Orphanet_295138","Symbrachydactyly of hand and foot, bilateral",0
"Orphanet_228184","Heart-hand syndrome",283
"Orphanet_294973","Humeral agenesis/hypoplasia",0
"Orphanet_2130","Hemimelia",11
"Orphanet_295073","Ulnar hemimelia, bilateral",0
"Orphanet_294929","Terminal limb defects",250
"Orphanet_294981","Congenital absence of both lower leg and foot",0
"Orphanet_295112","Congenital absence/hypoplasia of thumb, bilateral",0
"Orphanet_295107","Apodia, bilateral",0
"Orphanet_295207","Humero-radio-ulnar synostosis, bilateral",0
"Orphanet_1027","Autosomal recessive amelia",1
"Orphanet_2249","Ulna hypoplasia - intellectual disability",44
"Orphanet_295173","Central polydactyly of fingers, bilateral",0
"Orphanet_93403","Syndactyly type 2",134
"Orphanet_284149","Craniosynostosis and dental anomalies",30
"Orphanet_1524","Craniomicromelic syndrome",0
"Orphanet_1553","Curry-Jones syndrome",4
"Orphanet_3210","Summitt syndrome",107
"Orphanet_163654","Spondyloepiphyseal dysplasia, Cantu type",5
"Orphanet_93279","Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis",23
"Orphanet_40","Acromesomelic dysplasia, Maroteaux type",21
"Orphanet_2496","Mesomelia-synostoses syndrome",3
"Orphanet_85172","Microcephalic osteodysplastic dysplasia, Saul-Wilson type",178
"Orphanet_669","Otopalatodigital syndrome",140
"Orphanet_2204","Dysplastic cortical hyperostosis",0
"Orphanet_391327","X-linked calvarial hyperostosis",1
"Orphanet_247651","Infantile hypophosphatasia",143
"Orphanet_1505","Short rib-polydactyly syndrome",707
"Orphanet_60015","Parietal foramina",41
"Orphanet_2176","Infantile systemic hyalinosis",1
"Orphanet_93329","Autosomal recessive omodysplasia",5
"Orphanet_2021","Fibrochondrogenesis",196
"Orphanet_3098","Rhizomelic syndrome, Urbach type",20
"Orphanet_99645","Dappled diaphyseal dysplasia",0
"Orphanet_1240","Metaphyseal acroscyphodysplasia",69
"Orphanet_1822","Dysplasia epiphysealis hemimelica",0
"Orphanet_93398","Genochondromatosis type 2",17
"Orphanet_85197","Genochondromatosis type 1",17
"EFO_1001092","patellofemoral pain syndrome",5
"EFO_1001163","root caries",1
"Orphanet_99792","Dentin dysplasia - sclerotic bones",24
"Orphanet_399185","Rare hereditary disease with avascular necrosis",700
"Orphanet_235832","Congenital vascular bone syndrome",115
"MONDO_0002614","bone inflammation disease",4515
"EFO_1001887","epicondylitis",38
"Orphanet_888","Van der Woude syndrome",52
"Orphanet_3429","Verloove Vanhorick-Brubakk syndrome",58
"Orphanet_2117","Hartsfield-Bixler-Demyer syndrome",72
"MONDO_0000359","spondylocostal dysostosis",232
"Orphanet_2916","Postaxial polydactyly - dental and vertebral anomalies",53
"EFO_0005755","rheumatic disease",6729
"Orphanet_329967","Intermittent hydrarthrosis",0
"EFO_1001232","uveoparotid fever",1
"MONDO_0017957","unclassified autoinflammatory syndrome",390
"MONDO_0024643","myocardial disorder",2642
"EFO_1001440","Tuberculosis, Avian",0
"Orphanet_383","X-linked mixed deafness with perilymphatic gusher",52
"EFO_1000918","endolymphatic hydrops",152
"EFO_0009560","otitis externa",105
"EFO_1000831","bacterial meningitis",240
"EFO_1001021","Listeria meningitis",12
"MONDO_0019956","encephalitis",951
"MONDO_0020069","chronic encephalitis",114
"MONDO_0020601","mosquito-borne viral encephalitis",207
"Orphanet_391343","Fatal post-viral neurodegenerative disorder",0
"MONDO_0018686","acquired Creutzfeldt-Jakob disease",1
"EFO_0007254","enterobiasis",0
"EFO_1001475","schistosomiasis",335
"DOID_1947","trichomoniasis",31
"MONDO_0000166","encephalopathy, acute, infection-induced",107
"MONDO_0019362","epidemic louse-borne typhus",0
"EFO_0007519","trench fever",0
"EFO_1001488","influenza A (H1N1)",128
"MONDO_0021804","silicotuberculosis",0
"MONDO_0041850","pneumonia caused by gram negative bacteria",1
"EFO_0007496","staphylococcal pneumonia",30
"EFO_0007218","congenital rubella",7
"EFO_0001675","simian immunodeficiency virus infection",45
"MONDO_0100096","COVID-19",453
"EFO_1002025","measles",421
"EFO_0007128","actinomycosis",5
"EFO_0000776","Aeromonas hydrophila infection",33
"EFO_1000793","Actinobacillus infectious disease",0
"EFO_0007168","berylliosis",33
"EFO_0007153","asbestosis",73
"EFO_1000851","byssinosis",3
"EFO_1000813","anthracosilicosis",10
"EFO_0009778","tri-iodothyronine measurement",0
"EFO_0009961","Insulinogenic index measurement",8
"EFO_0010590","matrix metalloproteinase 12 measurement",0
"EFO_0009268","family history of Alzheimer’s disease",104
"EFO_0009589","worry measurement",331
"EFO_0007775","thrombin-antithrombin complex measurement",0
"EFO_0005134","amino acid measurement",251
"EFO_0009793","isoleucine measurement",0
"EFO_0007845","lip morphology measurement",17
"EFO_0007863","illness severity status",0
"EFO_0007018","egg allergy measurement",0
"EFO_0007912","conscientiousness measurement",7
"EFO_0010391","sphingomyelin 16:0 measurement",0
"EFO_0007975","gondoic acid measurement",11
"EFO_0006825","trans/cis-18:2 fatty acid measurement",0
"EFO_0006796","very long-chain saturated fatty acid measurement",2
"EFO_0010418","triacylglycerol 52:6 measurement",0
"EFO_0010406","triacylglycerol 48:3 measurement",0
"EFO_0010407","triacylglycerol 48:4 measurement",0
"EFO_0010401","triacylglycerol 46:1 measurement",0
"EFO_0010443","triacylglycerol 58:9 measurement",0
"EFO_0010383","phosphatidylcholine 36:5 measurement",0
"EFO_0009864","metabolic network measurement",0
"EFO_0007946","tiredness measurement",70
"EFO_0007776","prothrombin fragments F1+2 measurement",0
"EFO_0006507","nicotine glucuronidation measurement",4
"EFO_0006348","pulmonary artery-aorta diameter ratio measurement",0
"EFO_0006896","glucose homeostasis measurement",1
"EFO_0007620","volumetric bone mineral density",20
"EFO_0007701","spine bone mineral density",80
"EFO_0008237","motor development measurement",0
"EFO_0004303","vital signs",3470
"EFO_0007928","ventricular rate measurement",76
"EFO_0009185","heart rate response to recovery post exercise",56
"EFO_0007938","coronary atherosclerosis measurement",0
"EFO_0004343","waist-hip ratio",1722
"EFO_0004338","body weight",2082
"EFO_0009701","visceral:total adipose tissue ratio",0
"EFO_0005192","red blood cell distribution width",1856
"EFO_0009247","Ovalocyte Count",0
"EFO_0007989","monocyte percentage of leukocytes",851
"EFO_0010106","CD3-positive T-lymphocyte count",0
"EFO_0009250","Prorubricyte Count",0
"EFO_0004950","date of birth",0
"EFO_0000689","sampling time",0
"EFO_0004300","longevity",104
"EFO_0006922","delivery measurement",0
"EFO_0009357","Anti-rubella virus IgG measurement",2
"EFO_0007753","seasonal gut microbiome measurement",2
"EFO_0007884","functional microbiome measurement",0
"EFO_0007968","tissue factor pathway inhibitor measurement",0
"EFO_0009933","Thyroid preparation use measurement",302
"EFO_0004809","fructose-bisphosphate aldolase measurement",0
"EFO_0006526","pack-years measurement",8
"EFO_0006936","optic disc measurement",140
"EFO_0005668","anterior chamber depth measurement",1
"EFO_0005941","mammographic density measurement",24
"EFO_0006794","cerebrospinal fluid biomarker measurement",173
"EFO_0004804","birth rate",0
"EFO_0009693","thiopurine metabolite measurement",3
"EFO_0007584","blood zinc measurement",0
"EFO_0007583","blood nickel measurement",0
"EFO_0007580","blood mercury measurement",1
"EFO_0007040","blood lead measurement",3
"EFO_0008376","mosquito bite measurement",115
"EFO_0010468","carboxylic acid measurement",0
"EFO_0009305","total glycated albumin",2
"EFO_0010453","adenosine measurement",0
"EFO_0005020","collection latitude",0
"EFO_0009724","health satisfaction measurement",3
"EFO_0007663","childhood aggressive behaviour measurement",22
"EFO_0005427","social communication impairment",2
"EFO_0006946","behavioural disinhibition measurement",251
"EFO_0010297","corpus callosum mid-anterior volume measurement",0
"EFO_0006932","putamen volume",14
"EFO_0010336","transverse temporal cortex volume measurement",0
"EFO_0007746","white matter lesion progression measurement",0
"EFO_0009328","cerebral cortex growth measurement",0
"EFO_0007738","cingulate cortex measurement",8
"EFO_0010513","nucleotide measurement",0
"EFO_0010494","guanosine diphosphate measurement",0
"EFO_0009703","red blood cell folate measurement",5
"EFO_0005275","dihydroxy docosatrienoic acid measurement",0
"EFO_0007840","pesticide exposure measurement",0
"EFO_0008435","gestational weight gain measurement",0
"EFO_0010537","taurochenodeoxycholate measurement",0
"EFO_0010480","fumarate measurement",0
"EFO_0010547","ursodeoxycholate measurement",0
"EFO_0004818","transforming growth factor beta measurement",0
"EFO_0007819","advanced glycation end-product measurement",0
"EFO_0008403","susceptibility to mononucleosis measurement",2
"EFO_0008406","susceptibility to plantar warts measurement",12
"EFO_0008404","susceptibility to mumps measurement",11
"EFO_0008407","susceptibility to Mycobacterium tuberculosis infection measurement",12
"EFO_0008410","susceptibility to pneumonia measurement",16
"EFO_0004742","renal system measurement",2016
"EFO_0009795","serum urea measurement",297
"EFO_0009324","APOL1 risk genotype carrier status",18
"EFO_0006955","ADAMTS13 activity measurement",4
"EFO_0010587","interleukin-2 receptor subunit alpha measurement",0
"EFO_0007677","LDL peak particle diameter measurement",0
"EFO_0005128","albumin:globulin ratio measurement",117
"EFO_0006309","plasma plasminogen measurement",7
"EFO_0009213","Hemoglobin B Measurement",0
"EFO_0010696","soluble gp130 measurement",0
"EFO_0008161","insulin-like growth factor-binding protein 7 measurement",1
"EFO_0008088","collectin-11 measurement",2
"EFO_0010774","CD6 measurement",0
"EFO_0008107","death-associated protein kinase 2 measurement",1
"EFO_0008542","complement C3d subcomponent measurement",0
"EFO_0008085","Ck-beta-8-1 measurement",1
"EFO_0008209","leukocyte immunoglobulin-like receptor subfamily B member 2 measurement",2
"EFO_0008141","granulins measurement",3
"EFO_0008232","methionine aminopeptidase 2 measurement",2
"EFO_0008134","ficolin-1 measurement",4
"EFO_0008226","MAP kinase-activated protein kinase 3 measurement",4
"EFO_0008131","fibronectin fragment 3 measurement",2
"EFO_0008066","carbohydrate sulfotransferase 15 measurement",1
"EFO_0008265","platelet-derived growth factor receptor beta measurement",4
"EFO_0008178","interleukin 18 receptor 1 measurement",5
"EFO_0010617","tumor necrosis factor ligand superfamily member 11 measurement",0
"EFO_0008188","interleukin 6 receptor subunit beta measurement",2
